dataset;project;plot;year;fromdaynr;todaynr;meandaynr;E;N;elevation;biomass;biomass_adj;Canopy;Habitat;Tmean;Psum;Pmean;Tmean_anomaly_april_current;Psum_anomaly_april_current;Tmean_anomaly_april_prev;Psum_anomaly_april_prev;Tmean_anomaly_winter;Psum_anomaly_winter;Tmean_anomaly_meandaynr_prev;Psum_anomaly_meandaynr_prev;Warm_spell;Cold_spell;Wet_spell;Dry_spell;Warm_spell_april_current;Cold_spell_april_current;Wet_spell_april_current;Dry_spell_april_current;Warm_spell_april_prev;Cold_spell_april_prev;Wet_spell_april_prev;Dry_spell_april_prev;Warm_spell_winter;Cold_spell_winter;Wet_spell_winter;Dry_spell_winter;Warm_spell_meandaynr_prev;Cold_spell_meandaynr_prev;Wet_spell_meandaynr_prev;Dry_spell_meandaynr_prev;nHerbs;nTrees;Light;ellenTemperature;Arableland;Forest;Grassland;Water;fyear
training;Hallmann;SOL1;2016;237;264;250,5;6,625891;50,726761;149,6665344;62,9;62,9;0;;20,02437659;12,80000019;0,457142864;-1,295399971;2,053333364;-0,676399985;-0,346666672;1,75744919;12,80133352;-1,584466631;25,40000038;4;0;0;5;1;3;1;3;1,216929717;2,329585392;1,774128716;4,551816358;5;1;5;9;0,16881039;2,718897192;2,372330561;3,565658049;20;0;7,21;4,38;0,57549427;0,464033389;0,020777809;5,83E-11;2016t
training;Hallmann;SOL1;2016;265;307;286;6,625891;50,726761;149,6665344;24,5;24,5;0;;11,03275719;78,30000117;1,82093026;-1,295399971;2,053333364;-0,676399985;-0,346666672;1,75744919;12,80133352;-1,21054836;-27,22333374;1;1;2;5;1;3;1;3;1,216929717;2,329585392;1,774128716;4,551816358;5;1;5;9;0,596461127;2,023833196;0,60818921;5,973225104;20;0;7,21;4,38;0,57549427;0,464033389;0,020777809;5,83E-11;2016t
training;Hallmann;SOL2;2016;125;139;132;6,563456;50,745191;161,612381;39,3;39,3;0;;14,59030267;2,200000033;0,146666669;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;-0,758494607;-28,22000042;2;0;0;5;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;1,00591725;1,715546274;0,622647734;5,256538744;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;140;152;146;6,563456;50,745191;161,612381;39,7;39,7;0;;15,02255907;61,50000092;4,730769301;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;-0,758494607;-28,22000042;0;0;2;2;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;1,00591725;1,715546274;0,622647734;5,256538744;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;153;165;159;6,563456;50,745191;161,612381;48;48;0;;17,15563595;67,000001;5,153846231;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;-0,314744437;-19,50666696;1;0;3;2;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;1,556816142;1,910603458;1,134851273;5,161922222;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;166;178;172;6,563456;50,745191;161,612381;72,2;72,2;0;;16,64717442;50,80000076;3,907692366;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;-0,314744437;-19,50666696;1;2;2;1;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;1,556816142;1,910603458;1,134851273;5,161922222;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;179;212;195,5;6,563456;50,745191;161,612381;60,6;60,6;0;;18,96504767;42,90000064;1,261764725;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;0,734139769;6,836666769;1;1;0;5;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;2,2194132;1,789656874;1,361673371;4,198117307;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;213;236;224,5;6,563456;50,745191;161,612381;60,1;60,1;0;;17,42771927;31,40000047;1,308333353;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;0,879204281;15,95333357;0;2;0;4;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;2,193888739;1,281514833;1,856869421;3,711193611;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;237;264;250,5;6,563456;50,745191;161,612381;92;92;0;;20,05706445;15,10000023;0,539285722;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;-1,581999965;19,53666696;4;0;0;5;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;0,157749018;2,684717665;2,040845575;3,503360668;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SOL2;2016;265;307;286;6,563456;50,745191;161,612381;25,1;25,1;0;;11,00261283;77,30000115;1,797674445;-1,305355526;3,636666721;-0,605022209;1,036666682;1,771090496;13,43666687;-1,156602125;-29,17000043;1;1;1;5;1;3;1;2;1,241454136;2,300255395;1,876957129;4,357912143;5;1;4;9;0,639332633;2,001723637;0,613010328;5,849543382;8;1;7,09;4,64;0,31256324;0,663626788;0,106476991;0,00826559;2016t
training;Hallmann;SPE1;2016;104;119;111,5;6,703692;51,335317;27,09255981;23,7;23,7;0;;8,24785465;25,20000038;1,575000023;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-0,943999979;-24,20333369;0;2;0;2;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;0,849735565;2,261103338;0,63840953;4,632997619;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;120;133;126,5;6,703692;51,335317;27,09255981;44,8;44,8;0;;14,67222951;12,70000019;0,907142871;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-1,212688145;-25,49666705;2;1;0;4;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;0,675147386;2,109755069;0,445504618;4,540541608;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;134;147;140,5;6,703692;51,335317;27,09255981;53;53;0;;13,62008667;15,70000023;1,121428588;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-1,212688145;-25,49666705;0;2;0;3;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;0,675147386;2,109755069;0,445504618;4,540541608;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;148;160;154;6,703692;51,335317;27,09255981;53,5;53,5;0;;18,68646019;71,10000106;5,469230851;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-0,646988874;-14,73333355;1;0;3;3;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;1,319373469;2,219197146;1,3824787;5,415554252;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;161;177;169;6,703692;51,335317;27,09255981;64,6;64,6;0;;17,05428828;95,40000142;5,61176479;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-0,646988874;-14,73333355;0;1;4;1;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;1,319373469;2,219197146;1,3824787;5,415554252;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;178;196;187;6,703692;51,335317;27,09255981;46,3;46,3;0;;17,53354523;40,4000006;2,126315821;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;0,219838705;-15,05333356;0;1;0;3;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;1,701912754;1,911328886;0,942535222;3,632716968;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;197;220;208,5;6,703692;51,335317;27,09255981;75,1;75,1;0;;20,02722939;30,10000045;1,254166685;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;0,219838705;-15,05333356;0;1;0;5;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;1,701912754;1,911328886;0,942535222;3,632716968;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;221;245;233;6,703692;51,335317;27,09255981;34,4;34,4;0;;19,2660294;17,20000026;0,68800001;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;0,852161271;59,79333422;2;1;0;6;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;2,02509207;1,133366009;3,356386107;4,152557638;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;246;271;258,5;6,703692;51,335317;27,09255981;41,9;41,9;0;;18,61569096;15,00000022;0,576923086;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-1,597644409;5,063333409;3;0;0;5;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;0,122174125;2,600952154;1,283132731;3,278843603;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;SPE1;2016;272;303;287,5;6,703692;51,335317;27,09255981;18,3;18,3;0;;10,80097959;42,40000063;1,32500002;-1,382666636;6,596666765;-0,943999979;-24,20333369;1,618344844;5,424666748;-1,304279541;-14,67666689;0;1;1;5;0;3;1;2;0,849735565;2,261103338;0,63840953;4,632997619;5;1;4;8;0,610613451;2,188183992;1,481679428;5,806536175;11;0;6,55;5;0,05922851;0,613364479;5,83E-11;2,3E-11;2016t
training;Hallmann;NIE1;1994;142;147;144,5;6,569321;51,379931;32,98062897;44,2;44,2;0;;13,88579033;9,100000136;1,516666689;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;1,432042979;5,773333419;0;1;0;1;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;2,267995653;0,650700285;1,62361516;3,922274423;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;148;154;151;6,569321;51,379931;32,98062897;45;45;0;;14,22126651;16,20000024;2,314285749;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;1,432042979;5,773333419;0;2;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;2,267995653;0,650700285;1,62361516;3,922274423;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;155;161;158;6,569321;51,379931;32,98062897;25,1;25,1;0;;12,57126655;35,20000052;5,028571504;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;0,484399989;-29,25333377;0;2;2;1;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;2,453193535;1,644533327;0,954516025;5,99562942;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;162;168;165;6,569321;51,379931;32,98062897;32,2;32,2;0;;14,81840936;2,00000003;0,28571429;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;0,484399989;-29,25333377;0;1;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;2,453193535;1,644533327;0,954516025;5,99562942;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;169;175;172;6,569321;51,379931;32,98062897;65,9;65,9;0;;18,97840927;0;0;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;0,484399989;-29,25333377;0;0;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;2,453193535;1,644533327;0,954516025;5,99562942;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;176;182;179;6,569321;51,379931;32,98062897;100,2;100,2;0;;22,64126633;0;0;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;0,484399989;-29,25333377;2;0;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;2,453193535;1,644533327;0,954516025;5,99562942;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;183;189;186;6,569321;51,379931;32,98062897;82,7;82,7;0;;21,1141235;46,30000069;6,614285813;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,912860172;62,07666759;1;0;3;2;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,530585578;2,89726804;3,321796376;2,700360275;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;190;196;193;6,569321;51,379931;32,98062897;113,8;113,8;0;;22,90840918;11,70000017;1,671428596;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,912860172;62,07666759;2;0;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,530585578;2,89726804;3,321796376;2,700360275;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;197;203;200;6,569321;51,379931;32,98062897;118,5;118,5;0;;22,79555204;0;0;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,912860172;62,07666759;2;0;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,530585578;2,89726804;3,321796376;2,700360275;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;204;210;207;6,569321;51,379931;32,98062897;80,7;80,7;0;;25,20126627;3,200000048;0,457142864;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,912860172;62,07666759;2;0;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,530585578;2,89726804;3,321796376;2,700360275;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;211;217;214;6,569321;51,379931;32,98062897;62,6;62,6;0;;24,91126628;0;0;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-2,484795643;-41,55333395;2;0;0;4;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,100934619;3,459129249;0,432201183;4,844036458;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;218;224;221;6,569321;51,379931;32,98062897;57,3;57,3;0;;20,17126638;19,60000029;2,800000042;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-2,484795643;-41,55333395;0;0;1;2;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,100934619;3,459129249;0,432201183;4,844036458;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;225;231;228;6,569321;51,379931;32,98062897;40,4;40,4;0;;15,21126649;20,80000031;2,971428616;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-2,484795643;-41,55333395;0;3;1;2;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,100934619;3,459129249;0,432201183;4,844036458;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;232;238;235;6,569321;51,379931;32,98062897;28,4;28,4;0;;18,79269498;11,80000018;1,685714311;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-2,484795643;-41,55333395;0;0;0;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,100934619;3,459129249;0,432201183;4,844036458;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;239;245;242;6,569321;51,379931;32,98062897;20,9;20,9;0;;16,44698075;9,000000134;1,285714305;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-2,484795643;-41,55333395;0;1;0;2;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,100934619;3,459129249;0,432201183;4,844036458;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;246;252;249;6,569321;51,379931;32,98062897;17,6;17,6;0;;14,68983793;25,60000038;3,657142912;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,393666636;100,4000015;0;1;1;1;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,369745035;2,796531038;4,47041446;2,468925262;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;253;259;256;6,569321;51,379931;32,98062897;15,8;15,8;0;;13,5726951;34,00000051;4,85714293;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,393666636;100,4000015;0;2;1;0;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,369745035;2,796531038;4,47041446;2,468925262;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;260;266;263;6,569321;51,379931;32,98062897;10,7;10,7;0;;13,39555225;13,6000002;1,942857172;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,393666636;100,4000015;0;1;0;2;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,369745035;2,796531038;4,47041446;2,468925262;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;267;287;277;6,569321;51,379931;32,98062897;26,2;26,2;0;;11,13507611;24,80000037;1,180952399;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,605698889;13,94666687;0;3;0;5;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,742437267;2,741548772;2,084770816;4,317682791;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;NIE1;1994;288;303;295,5;6,569321;51,379931;32,98062897;31,9;31,9;0;;9,927873753;36,20000054;2,262500034;-1,535388855;19,28666695;1,786944405;20,68666697;-0,422365495;22,54333367;-1,605698889;13,94666687;0;0;1;3;0;2;2;4;2,484576032;0,765748155;2,709835787;3,471431314;2;2;5;8;0,742437267;2,741548772;2,084770816;4,317682791;157;0;6,14;3,98;0,287496572;0,420077994;0,003055239;0,009958356;1994
training;Hallmann;BIR1;2000;120;125;122,5;6,466032;51,62895;38,84894562;37,2;37,2;0;;13,45636645;9,800000146;1,633333358;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,670451598;11,2833335;1;0;0;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,491453466;0,780394308;1,986193566;5,290566171;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;126;132;129;6,466032;51,62895;38,84894562;76,1;76,1;0;;19,81850916;2,200000033;0,314285719;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,670451598;11,2833335;3;0;0;3;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,491453466;0,780394308;1,986193566;5,290566171;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;133;139;136;6,466032;51,62895;38,84894562;59,6;59,6;0;;17,92708063;11,70000017;1,671428596;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,670451598;11,2833335;3;0;0;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,491453466;0,780394308;1,986193566;5,290566171;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;140;146;143;6,466032;51,62895;38,84894562;40,3;40,3;0;;12,2699379;28,00000042;4,00000006;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,670451598;11,2833335;0;2;1;0;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,491453466;0,780394308;1,986193566;5,290566171;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;147;154;150,5;6,466032;51,62895;38,84894562;41,9;41,9;0;;13,71136644;16,90000025;2,112500031;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,670451598;11,2833335;0;2;0;3;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,491453466;0,780394308;1,986193566;5,290566171;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;155;160;157,5;6,466032;51,62895;38,84894562;47,7;47,7;0;;16,02136639;22,30000033;3,716666722;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;-1,068499976;3,226666715;0;1;1;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,137055134;2,526607871;0,830706163;3,358433985;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;161;167;164;6,466032;51,62895;38,84894562;73,9;73,9;0;;18,90993775;7,500000112;1,071428587;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;-1,068499976;3,226666715;2;0;0;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,137055134;2,526607871;0,830706163;3,358433985;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;168;174;171;6,466032;51,62895;38,84894562;98,6;98,6;0;;20,98565199;4,70000007;0,671428581;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;-1,068499976;3,226666715;2;0;0;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,137055134;2,526607871;0,830706163;3,358433985;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;175;183;179;6,466032;51,62895;38,84894562;67,2;67,2;0;;13,86025532;27,0000004;3,000000045;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;-1,068499976;3,226666715;0;3;0;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,137055134;2,526607871;0,830706163;3,358433985;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;184;189;186,5;6,466032;51,62895;38,84894562;33;33;0;;17,63969968;16,00000024;2,666666706;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,908064496;2,990000045;0;1;0;1;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,501508809;0,920502353;2,006589064;4,962589391;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;190;197;193,5;6,466032;51,62895;38,84894562;30,4;30,4;0;;13,40261645;31,30000047;3,912500058;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,908064496;2,990000045;0;4;1;1;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,501508809;0,920502353;2,006589064;4,962589391;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;198;203;200,5;6,466032;51,62895;38,84894562;35,2;35,2;0;;15,10969974;0,900000013;0,150000002;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,908064496;2,990000045;0;3;0;3;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,501508809;0,920502353;2,006589064;4,962589391;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;204;210;207;6,466032;51,62895;38,84894562;32,5;32,5;0;;16,92708065;37,40000056;5,342857222;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;0,908064496;2,990000045;0;2;1;1;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,501508809;0,920502353;2,006589064;4,962589391;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;211;219;215;6,466032;51,62895;38,84894562;47,3;47,3;0;;18,14136634;11,40000017;1,266666686;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;-0,721053747;14,39000021;0;1;0;2;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,24270366;2,418225364;1,726312931;3,572475795;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
training;Hallmann;BIR1;2000;220;227;223,5;6,466032;51,62895;38,84894562;30;30;0;;20,0013663;2,200000033;0,275000004;0,533366655;-2,190000033;-0,065966665;7,110000106;0,450124666;14,93733356;-0,721053747;14,39000021;0;0;0;3;1;1;1;3;1,218711346;1,664972292;2,249043205;4,370730018;2;1;4;7;1,24270366;2,418225364;1,726312931;3,572475795;79;9;6,82;4,27;0,132470901;0,60144529;0,000000244;5,83E-11;2000
